Age,Height,Weight,Sex
29.0,194.0,78.0,1
27.0,189.0,106.0,1
25.0,165.0,58.0,1
29.0,165.0,58.0,1
35.0,175.0,75.0,0
24.0,198.0,100.0,0
22.0,194.0,100.0,1
20.0,176.0,94.0,1
21.0,186.0,76.0,1
34.0,210.0,98.0,1
26.0,170.0,78.0,1
23.0,188.0,138.0,1
27.0,188.0,138.0,1
31.0,188.0,138.0,1
24.0,178.0,91.0,1
21.0,158.0,56.0,1
21.0,192.0,107.0,1
24.0,155.0,54.0,1
29.0,155.0,54.0,1
24.0,202.0,144.0,1
26.0,179.0,71.0,1
28.0,188.0,74.0,1
22.0,188.0,98.0,1
30.0,188.0,98.0,1
21.0,193.0,131.0,1
30.0,177.0,71.0,1
29.0,175.0,63.0,1
19.0,186.0,95.0,1
29.0,201.0,93.0,1
36.0,152.0,48.0,1
40.0,166.0,69.0,1
39.0,168.0,95.0,0
21.0,169.0,66.0,0
17.0,159.0,48.0,0
23.0,183.0,68.0,0
29.0,183.0,89.0,0
18.0,173.0,70.0,0
22.0,173.0,70.0,0
33.0,178.0,90.0,0
18.0,173.0,46.0,0
28.0,158.0,56.0,0
36.0,164.0,52.0,0
27.0,153.0,42.0,0
35.0,153.0,42.0,0
24.0,184.0,69.0,0
28.0,184.0,69.0,0
27.0,182.0,98.0,1
41.0,188.0,120.0,1
19.0,172.0,57.0,0
27.0,184.0,103.0,0
29.0,182.0,99.0,1
33.0,182.0,99.0,1
42.0,171.0,62.0,1
30.0,180.0,69.0,0
34.0,180.0,69.0,0
29.0,169.0,70.0,0
25.0,177.0,64.0,1
27.0,198.0,98.0,1
28.0,183.0,77.0,0
19.0,189.0,89.0,1
27.0,192.0,105.0,1
24.0,178.0,102.0,1
22.0,197.0,107.0,1
26.0,197.0,107.0,1
30.0,197.0,107.0,1
22.0,165.0,52.0,1
19.0,153.0,49.0,0
27.0,157.0,55.0,1
25.0,174.0,54.0,1
29.0,174.0,54.0,1
25.0,173.0,57.0,0
33.0,173.0,57.0,0
17.0,166.0,55.0,1
30.0,172.0,67.0,1
28.0,152.0,53.0,0
32.0,152.0,53.0,0
36.0,152.0,53.0,0
14.0,159.0,50.0,0
29.0,178.0,85.0,1
23.0,167.0,53.0,1
29.0,161.0,60.0,0
29.0,182.0,124.0,1
25.0,160.0,41.0,0
34.0,181.0,69.0,0
18.0,175.0,54.0,1
22.0,175.0,54.0,1
16.0,192.0,90.0,1
33.0,167.0,65.0,1
25.0,173.0,71.0,0
29.0,173.0,71.0,0
30.0,174.0,61.0,1
26.0,186.0,94.0,1
37.0,187.0,110.0,1
30.0,192.0,96.0,1
34.0,192.0,96.0,1
42.0,192.0,96.0,1
24.0,196.0,130.0,1
28.0,196.0,130.0,1
17.0,167.0,66.0,0
24.0,183.0,96.0,1
27.0,168.0,74.0,1
34.0,177.0,82.0,1
22.0,192.0,72.0,1
31.0,164.0,55.0,1
21.0,153.0,47.0,1
23.0,184.0,88.0,1
26.0,165.0,68.0,1
28.0,165.0,70.0,1
32.0,199.0,96.0,1
23.0,196.0,99.0,1
16.0,185.0,71.0,1
16.0,175.0,69.0,0
38.0,185.0,84.0,1
21.0,190.0,66.0,1
28.0,167.0,70.0,1
28.0,168.0,71.0,0
19.0,198.0,150.0,1
17.0,184.0,76.0,0
36.0,183.0,100.0,1
19.0,196.0,85.0,0
23.0,196.0,85.0,0
27.0,196.0,85.0,0
31.0,196.0,85.0,0
37.0,178.0,60.0,0
22.0,206.0,107.0,1
16.0,175.0,52.0,0
35.0,185.0,75.0,1
22.0,199.0,86.0,1
26.0,199.0,86.0,1
30.0,199.0,86.0,1
18.0,158.0,48.0,0
29.0,190.0,81.0,0
23.0,178.0,61.0,0
31.0,178.0,61.0,0
23.0,198.0,95.0,1
17.0,166.0,50.0,0
18.0,155.0,55.0,0
22.0,166.0,59.0,0
28.0,168.0,64.0,0
29.0,197.0,144.0,1
18.0,186.0,70.0,1
23.0,180.0,96.0,1
26.0,176.0,61.0,1
30.0,176.0,61.0,1
17.0,155.0,51.0,0
25.0,155.0,51.0,0
29.0,155.0,51.0,0
28.0,173.0,59.0,1
18.0,165.0,65.0,0
28.0,171.0,85.0,1
32.0,174.0,79.0,1
36.0,174.0,79.0,1
32.0,189.0,85.0,0
27.0,160.0,75.0,1
27.0,185.0,70.0,1
26.0,177.0,59.0,0
25.0,166.0,62.0,1
23.0,188.0,65.0,1
27.0,188.0,65.0,1
18.0,175.0,55.0,0
22.0,175.0,55.0,0
26.0,175.0,55.0,0
15.0,171.0,56.0,0
21.0,178.0,89.0,1
25.0,178.0,89.0,1
31.0,178.0,89.0,1
27.0,213.0,106.0,1
32.0,179.0,93.0,1
36.0,179.0,93.0,1
40.0,179.0,93.0,1
44.0,179.0,93.0,1
34.0,187.0,89.0,1
21.0,173.0,81.0,1
25.0,189.0,102.0,1
29.0,189.0,102.0,1
33.0,189.0,102.0,1
37.0,189.0,102.0,1
41.0,189.0,102.0,1
28.0,177.0,88.0,1
21.0,170.0,57.0,0
43.0,165.0,85.0,1
47.0,165.0,85.0,1
26.0,198.0,94.0,1
22.0,204.0,96.0,1
30.0,204.0,96.0,1
46.0,170.0,63.0,1
33.0,154.0,43.0,0
15.0,185.0,70.0,0
19.0,185.0,70.0,0
27.0,185.0,70.0,0
34.0,179.0,89.0,1
38.0,179.0,89.0,1
42.0,179.0,89.0,1
37.0,175.0,82.0,1
26.0,195.0,112.0,1
26.0,185.0,66.0,1
23.0,200.0,113.0,1
21.0,173.0,83.0,1
23.0,173.0,83.0,1
39.0,173.0,83.0,1
21.0,196.0,114.0,1
25.0,196.0,114.0,1
31.0,196.0,97.0,1
38.0,174.0,73.0,1
41.0,174.0,73.0,1
46.0,174.0,73.0,1
39.0,165.0,58.0,0
43.0,165.0,58.0,0
19.0,197.0,89.0,1
36.0,176.0,73.0,0
35.0,168.0,53.0,0
23.0,184.0,91.0,1
28.0,173.0,65.5,1
29.0,175.0,63.5,1
33.0,175.0,63.5,1
21.0,197.0,105.0,1
25.0,197.0,105.0,1
15.0,175.0,66.0,1
19.0,175.0,66.0,1
25.0,167.0,51.0,1
25.0,184.0,80.0,0
21.0,175.0,61.0,1
32.0,170.0,71.0,1
42.0,171.0,54.0,0
20.0,169.0,80.0,0
24.0,169.0,80.0,0
32.0,180.0,93.0,1
28.0,191.0,84.0,1
32.0,191.0,84.0,1
15.0,169.0,54.0,0
23.0,169.0,87.0,1
31.0,169.0,87.0,1
24.0,196.0,89.0,1
33.0,176.0,80.0,1
19.0,203.0,114.0,1
23.0,203.0,114.0,1
27.0,203.0,114.0,1
15.0,185.0,78.0,1
27.0,157.0,60.0,0
28.0,180.0,77.0,0
20.0,193.0,97.0,1
30.0,165.0,54.0,1
22.0,161.0,58.0,0
22.0,189.0,72.0,1
17.0,156.0,50.0,0
25.0,165.0,48.0,1
26.0,153.0,52.0,1
29.0,169.0,68.0,1
28.0,193.0,82.0,1
23.0,186.0,66.0,0
21.0,202.0,91.0,1
27.0,179.0,63.0,1
31.0,179.0,63.0,1
35.0,179.0,63.0,1
17.0,183.0,70.0,0
15.0,187.0,90.0,1
25.0,158.0,54.0,0
33.0,180.0,83.0,1
25.0,187.0,106.0,1
29.0,187.0,106.0,1
27.0,182.0,67.0,0
31.0,182.0,67.0,0
35.0,182.0,67.0,0
22.0,158.0,56.0,1
25.0,157.0,66.0,1
14.0,171.0,60.0,0
27.0,174.0,74.0,0
20.0,170.0,118.0,0
24.0,170.0,118.0,0
28.0,170.0,118.0,0
24.0,173.0,76.0,0
26.0,155.0,50.0,1
22.0,190.0,100.0,1
26.0,190.0,100.0,1
29.0,184.0,76.0,0
20.0,163.0,58.0,1
20.0,179.0,83.0,1
21.0,194.0,81.0,1
25.0,161.0,57.0,0
26.0,198.0,83.0,1
30.0,198.0,83.0,1
21.0,188.0,70.0,1
18.0,160.0,51.0,0
25.0,200.0,99.0,1
29.0,200.0,99.0,1
24.0,177.0,74.0,1
29.0,168.0,63.0,1
24.0,174.0,61.0,0
30.0,179.0,83.0,1
29.0,170.0,77.0,0
19.0,177.0,59.0,0
27.0,177.0,59.0,0
31.0,177.0,59.0,0
24.0,181.0,63.0,1
31.0,164.0,67.0,1
26.0,193.0,70.0,1
33.0,162.0,62.0,1
33.0,191.0,75.0,1
28.0,205.0,105.0,1
32.0,205.0,105.0,1
22.0,167.0,50.0,1
20.0,185.0,89.0,1
30.0,192.0,89.0,1
20.0,189.0,86.0,0
24.0,189.0,86.0,0
32.0,189.0,86.0,0
28.0,173.0,82.0,1
32.0,173.0,82.0,1
31.0,167.0,59.0,1
24.0,191.0,97.0,1
28.0,191.0,97.0,1
32.0,191.0,97.0,1
28.0,191.0,100.0,1
32.0,191.0,100.0,1
25.0,204.0,91.0,1
34.0,190.0,90.0,1
25.0,194.0,76.0,1
18.0,183.0,88.0,1
35.0,196.0,84.0,1
27.0,179.0,81.0,1
33.0,187.0,95.0,0
32.0,175.0,86.0,1
36.0,175.0,86.0,1
24.0,169.0,76.0,1
28.0,169.0,76.0,1
32.0,169.0,76.0,1
26.0,207.0,98.0,1
34.0,175.0,80.0,1
39.0,176.0,66.0,1
27.0,190.0,89.0,0
23.0,182.0,74.0,0
27.0,182.0,74.0,0
15.0,180.0,64.0,0
16.0,163.0,61.0,0
35.0,175.0,62.0,1
34.0,189.0,108.0,1
38.0,189.0,108.0,1
30.0,178.0,67.0,1
24.0,177.0,87.0,1
44.0,175.0,73.0,1
20.0,163.0,66.0,1
17.0,177.0,65.0,1
35.0,183.0,84.0,1
19.0,187.0,107.0,1
23.0,187.0,107.0,1
27.0,187.0,107.0,1
31.0,187.0,107.0,1
31.0,181.0,85.0,1
20.0,178.0,83.0,0
24.0,186.0,71.0,0
28.0,186.0,71.0,0
32.0,186.0,71.0,0
29.0,169.0,60.0,0
16.0,147.0,50.0,1
19.0,147.0,50.0,1
36.0,181.0,85.0,1
30.0,192.0,107.0,1
21.0,159.0,49.0,0
16.0,179.0,77.0,0
17.0,174.0,59.0,0
31.0,175.0,62.0,1
35.0,172.0,61.0,1
39.0,172.0,61.0,1
38.0,175.0,69.0,1
27.0,184.0,125.0,1
31.0,184.0,125.0,1
26.0,187.0,85.0,0
25.0,160.0,67.0,0
26.0,193.0,83.0,1
25.0,195.0,84.0,1
16.0,178.0,61.0,0
28.0,178.0,61.0,0
32.0,178.0,61.0,0
18.0,170.0,62.0,1
20.0,186.0,77.0,0
24.0,186.0,77.0,0
19.0,184.0,71.0,1
23.0,184.0,71.0,1
22.0,187.0,91.0,1
34.0,188.0,78.0,1
36.0,182.0,95.0,1
38.0,182.0,95.0,1
42.0,182.0,95.0,1
26.0,170.0,69.0,0
28.0,166.0,55.0,0
29.0,188.0,115.0,1
30.0,164.0,53.0,0
26.0,201.0,87.0,1
30.0,201.0,87.0,1
28.0,169.0,67.0,1
34.0,199.0,100.0,1
34.0,165.0,65.0,0
36.0,165.0,65.0,0
40.0,165.0,65.0,0
32.0,193.0,92.0,1
36.0,193.0,92.0,1
17.0,168.0,64.0,1
29.0,177.0,68.0,0
20.0,180.0,85.0,1
18.0,167.0,60.5,1
22.0,167.0,60.5,1
26.0,167.0,60.5,1
30.0,167.0,60.5,1
19.0,165.0,72.0,1
18.0,167.0,65.0,0
20.0,175.0,59.0,0
36.0,159.0,49.0,1
28.0,168.0,74.0,0
19.0,186.0,86.0,0
30.0,169.0,72.0,1
27.0,183.0,64.0,0
26.0,180.0,50.0,1
24.0,211.0,117.0,1
28.0,211.0,117.0,1
36.0,211.0,117.0,1
22.0,155.0,55.0,0
26.0,164.0,63.0,0
19.0,175.0,76.0,1
33.0,175.0,80.0,1
30.0,166.0,55.0,1
34.0,166.0,55.0,1
38.0,166.0,55.0,1
42.0,166.0,55.0,1
25.0,196.0,86.0,1
29.0,196.0,86.0,1
33.0,196.0,86.0,1
29.0,188.0,83.0,1
27.0,193.0,85.0,1
14.0,164.0,55.0,0
27.0,176.0,105.0,1
16.0,187.0,73.0,0
20.0,187.0,73.0,0
24.0,187.0,73.0,0
28.0,187.0,73.0,0
33.0,170.0,50.0,1
35.0,177.0,70.0,1
39.0,177.0,70.0,1
34.0,187.0,75.0,1
17.0,182.0,76.0,0
28.0,189.0,77.0,1
23.0,158.0,52.0,0
16.0,174.0,61.0,1
20.0,174.0,61.0,1
24.0,174.0,61.0,1
25.0,204.0,130.0,1
30.0,204.0,130.0,1
21.0,175.0,50.0,0
17.0,178.0,85.0,0
21.0,178.0,85.0,0
18.0,156.0,56.0,0
29.0,203.0,104.0,1
33.0,203.0,104.0,1
23.0,193.0,81.0,0
18.0,183.0,65.0,0
21.0,170.0,73.0,1
24.0,194.0,89.0,1
28.0,194.0,89.0,1
32.0,194.0,89.0,1
23.0,155.0,46.0,0
27.0,208.0,94.0,1
33.0,181.0,77.0,1
37.0,181.0,77.0,1
22.0,161.0,45.0,0
21.0,173.0,79.0,1
30.0,184.0,96.0,1
61.0,178.0,76.0,1
44.0,173.0,59.0,0
34.0,165.0,59.0,0
20.0,175.0,82.0,1
32.0,163.0,53.0,0
26.0,157.0,44.0,1
34.0,157.0,44.0,1
18.0,174.0,60.0,0
32.0,165.0,50.0,0
36.0,165.0,50.0,0
18.0,167.0,89.0,0
22.0,167.0,89.0,0
17.0,173.0,63.0,1
36.0,169.0,86.0,0
18.0,181.0,95.0,1
19.0,175.0,66.0,0
34.0,175.0,82.0,1
19.0,167.0,75.0,0
16.0,183.0,68.0,0
25.0,190.0,140.0,1
29.0,190.0,140.0,1
33.0,190.0,140.0,1
37.0,190.0,140.0,1
41.0,190.0,140.0,1
31.0,197.0,102.0,1
25.0,162.0,51.0,1
16.0,177.0,65.0,0
21.0,157.0,52.0,1
14.0,154.0,47.0,0
20.0,202.0,97.0,1
18.0,185.0,88.0,1
20.0,165.0,78.0,1
24.0,165.0,78.0,1
28.0,165.0,78.0,1
31.0,178.0,62.0,0
37.0,190.0,86.0,1
15.0,170.0,57.0,0
32.0,183.0,78.0,1
32.0,174.0,62.0,0
36.0,174.0,62.0,0
40.0,174.0,62.0,0
38.0,184.0,70.0,0
46.0,184.0,70.0,0
50.0,184.0,70.0,0
30.0,191.0,112.0,1
32.0,175.0,83.0,1
24.0,165.0,87.0,1
18.0,155.0,56.0,1
18.0,164.0,48.0,1
32.0,169.0,60.0,0
19.0,171.0,69.0,1
23.0,176.0,68.0,0
27.0,183.0,158.0,1
31.0,183.0,158.0,1
17.0,159.0,56.0,0
25.0,153.0,51.0,0
16.0,173.0,64.0,0
21.0,185.0,98.0,1
29.0,185.0,98.0,1
22.0,183.0,68.0,0
25.0,185.0,76.0,0
29.0,185.0,76.0,0
26.0,205.0,97.0,1
23.0,169.0,78.0,0
26.0,169.0,78.0,0
22.0,164.0,50.0,1
19.0,160.0,55.0,1
18.0,162.0,46.0,0
33.0,167.0,67.0,1
22.0,162.0,58.0,1
20.0,174.0,68.0,0
21.0,185.0,79.0,0
25.0,185.0,79.0,0
33.0,185.0,79.0,0
23.0,194.0,80.0,1
21.0,159.0,45.0,0
29.0,159.0,45.0,0
27.0,167.0,57.0,1
24.0,182.0,65.0,1
28.0,165.0,49.0,0
21.0,171.0,81.0,1
29.0,171.0,81.0,1
33.0,171.0,81.0,1
35.0,183.0,81.0,1
22.0,198.0,93.0,0
23.0,174.0,76.0,0
22.0,208.0,94.0,1
26.0,208.0,94.0,1
31.0,186.0,88.0,1
36.0,200.0,113.0,1
19.0,166.0,63.0,0
20.0,160.0,65.0,0
16.0,176.0,58.0,0
24.0,187.0,91.0,1
34.0,160.0,53.0,0
15.0,155.0,49.0,0
22.0,166.0,51.0,0
30.0,187.0,113.0,1
34.0,187.0,113.0,1
36.0,176.0,67.0,0
19.0,184.0,66.0,1
24.0,212.0,106.0,1
20.0,173.0,77.0,1
35.0,186.0,80.0,1
23.0,174.0,51.0,0
27.0,174.0,51.0,0
31.0,174.0,51.0,0
35.0,174.0,51.0,0
39.0,174.0,51.0,0
19.0,168.0,70.0,1
21.0,169.0,63.0,1
28.0,182.0,93.0,1
28.0,175.0,72.0,0
28.0,175.0,89.0,1
32.0,175.0,89.0,1
24.0,154.0,54.0,0
35.0,185.0,67.0,1
23.0,158.0,58.0,0
27.0,158.0,58.0,0
20.0,182.0,91.0,1
25.0,182.0,91.0,1
29.0,182.0,91.0,1
16.0,166.0,51.0,1
20.0,160.0,62.0,1
14.0,148.0,38.0,0
21.0,167.0,65.0,0
13.0,158.0,58.0,0
17.0,158.0,58.0,0
22.0,172.0,55.0,1
19.0,158.0,48.0,1
19.0,163.0,60.0,1
30.0,176.0,81.0,1
34.0,176.0,81.0,1
20.0,191.0,95.0,1
25.0,174.0,78.0,0
20.0,199.0,88.0,1
26.0,189.0,96.0,1
21.0,174.0,75.0,0
21.0,175.0,53.0,0
25.0,175.0,53.0,0
21.0,163.0,51.0,1
25.0,178.0,69.0,0
23.0,171.0,55.0,0
27.0,171.0,55.0,0
16.0,140.0,32.0,0
26.0,169.0,55.0,1
24.0,194.0,76.0,1
27.0,169.0,82.0,0
30.0,169.0,61.0,0
30.0,157.0,56.0,1
34.0,157.0,56.0,1
20.0,176.0,65.0,1
22.0,205.0,91.0,1
26.0,205.0,91.0,1
30.0,205.0,91.0,1
24.0,201.0,100.0,1
28.0,201.0,100.0,1
32.0,201.0,100.0,1
37.0,174.0,75.0,1
24.0,157.0,52.0,1
20.0,158.0,61.0,0
28.0,175.0,55.0,0
41.0,178.0,70.0,1
36.0,168.0,65.0,1
25.0,171.0,58.0,1
48.0,175.0,85.0,1
21.0,190.0,76.0,1
23.0,153.0,58.0,0
19.0,191.0,107.0,1
22.0,191.0,107.0,1
26.0,191.0,107.0,1
16.0,162.0,59.0,0
25.0,183.0,110.0,1
29.0,183.0,110.0,1
25.0,166.0,60.0,0
21.0,179.0,82.0,1
28.0,161.0,54.0,1
28.0,174.0,65.0,0
18.0,183.0,75.0,0
22.0,183.0,75.0,0
25.0,166.0,49.0,0
31.0,155.0,50.0,0
20.0,187.0,105.0,1
24.0,187.0,105.0,1
28.0,187.0,105.0,1
23.0,185.0,98.0,1
31.0,185.0,98.0,1
21.0,194.0,83.0,1
35.0,163.0,58.0,0
28.0,169.0,54.0,1
25.0,157.0,56.0,1
42.0,165.0,71.0,1
20.0,170.0,78.0,1
24.0,170.0,78.0,1
28.0,170.0,78.0,1
27.0,166.0,54.0,1
21.0,189.0,76.0,1
24.0,163.0,49.0,0
28.0,163.0,49.0,0
21.0,192.0,93.0,1
29.0,192.0,93.0,1
37.0,192.0,93.0,1
16.0,163.0,55.0,1
26.0,161.0,51.0,1
32.0,160.0,44.0,0
24.0,159.0,55.0,0
15.0,139.0,33.0,0
32.0,162.0,61.0,1
24.0,183.0,69.0,0
20.0,170.0,51.0,1
24.0,170.0,54.0,1
20.0,161.0,58.0,1
24.0,161.0,58.0,1
28.0,161.0,58.0,1
15.0,174.0,72.0,1
23.0,180.0,116.0,1
27.0,180.0,116.0,1
30.0,163.0,63.0,1
16.0,180.0,74.0,1
42.0,180.0,72.0,1
19.0,187.0,71.0,1
26.0,191.0,75.0,1
30.0,186.0,76.0,1
34.0,186.0,76.0,1
27.0,165.0,46.0,0
31.0,165.0,46.0,0
35.0,165.0,46.0,0
21.0,177.0,61.0,0
31.0,172.0,84.0,1
32.0,169.0,55.0,0
20.0,176.0,69.0,1
40.0,169.0,59.0,1
35.0,174.0,80.0,1
33.0,180.0,84.0,1
17.0,172.0,60.0,0
35.0,181.0,75.0,1
30.0,184.0,73.0,0
30.0,194.0,86.0,1
30.0,181.0,91.0,1
33.0,179.0,68.0,1
21.0,164.0,67.0,0
25.0,164.0,67.0,0
32.0,170.0,76.0,1
18.0,176.0,60.0,0
24.0,188.0,71.0,0
28.0,188.0,71.0,0
22.0,200.0,85.0,1
25.0,169.0,77.0,0
29.0,169.0,77.0,0
46.0,178.0,73.0,1
54.0,178.0,73.0,1
36.0,178.0,80.0,1
27.0,187.0,91.0,1
44.0,184.0,78.0,1
24.0,184.0,126.0,1
28.0,184.0,126.0,1
24.0,202.0,100.0,1
17.0,194.0,85.0,1
28.0,188.0,81.0,1
17.0,175.0,78.0,1
26.0,194.0,130.0,1
30.0,194.0,130.0,1
34.0,194.0,130.0,1
26.0,199.0,85.0,1
31.0,199.0,85.0,1
26.0,178.0,93.0,1
22.0,169.0,67.0,0
26.0,169.0,67.0,0
30.0,169.0,67.0,0
28.0,161.0,56.0,0
16.0,176.0,67.0,0
26.0,186.0,68.0,1
30.0,186.0,68.0,1
23.0,197.0,115.0,1
46.0,178.0,84.0,1
21.0,186.0,81.0,0
24.0,183.0,92.0,1
36.0,191.0,98.0,1
40.0,191.0,98.0,1
45.0,191.0,98.0,1
48.0,191.0,98.0,1
52.0,191.0,98.0,1
18.0,191.0,79.0,1
26.0,162.0,59.0,0
53.0,185.0,93.0,1
16.0,179.0,72.0,0
21.0,193.0,107.0,1
27.0,185.0,127.0,0
34.0,170.0,73.0,0
18.0,177.0,80.0,1
22.0,162.0,70.0,0
43.0,189.0,94.0,1
16.0,180.0,63.0,0
25.0,177.0,74.0,0
24.0,153.0,45.0,0
35.0,188.0,102.0,1
20.0,185.0,91.0,1
21.0,178.0,64.0,0
36.0,178.0,60.0,1
48.0,178.0,60.0,1
25.0,168.0,55.0,1
32.0,205.0,100.0,1
36.0,179.0,68.0,1
16.0,162.0,61.0,0
31.0,177.0,73.0,1
36.0,175.0,74.0,1
26.0,205.0,102.0,1
33.0,174.0,82.0,1
37.0,174.0,82.0,1
37.0,193.0,110.0,1
56.0,175.0,68.0,1
29.0,182.0,81.0,0
16.0,145.0,41.0,0
40.0,162.0,60.0,0
21.0,163.0,70.0,1
33.0,163.0,70.0,1
24.0,163.0,69.0,1
23.0,158.0,64.0,1
18.0,192.0,92.0,1
26.0,165.0,61.0,0
29.0,156.0,69.0,1
22.0,181.0,75.0,0
35.0,179.0,77.0,1
13.0,176.0,80.0,1
53.0,189.0,97.0,1
25.0,175.0,101.0,1
29.0,175.0,101.0,1
33.0,175.0,101.0,1
19.0,165.0,47.0,0
29.0,194.0,80.0,1
38.0,182.0,65.0,1
53.0,162.0,66.0,0
66.0,162.0,66.0,0
69.0,162.0,66.0,0
31.0,179.0,69.0,1
24.0,174.0,58.0,0
25.0,191.0,82.0,0
22.0,178.0,99.0,1
26.0,178.0,99.0,1
21.0,209.0,115.0,1
29.0,188.0,102.0,1
33.0,188.0,102.0,1
13.0,142.0,28.0,0
22.0,192.0,87.5,1
23.0,187.0,91.0,1
31.0,187.0,91.0,1
35.0,187.0,91.0,1
14.0,154.0,52.0,0
15.0,167.0,67.0,1
20.0,203.0,95.0,1
24.0,178.0,85.0,1
16.0,166.0,63.0,0
24.0,189.0,72.0,1
21.0,184.0,67.0,1
26.0,184.0,67.0,1
21.0,152.0,45.0,0
34.0,188.0,81.0,1
17.0,170.0,64.0,1
20.0,181.0,84.0,1
16.0,157.0,51.0,0
21.0,186.0,77.0,0
23.0,183.0,60.0,1
30.0,186.0,66.0,1
31.0,191.0,89.0,0
29.0,199.0,86.0,1
23.0,173.0,55.0,0
17.0,175.0,55.0,1
32.0,193.0,90.0,1
20.0,187.0,67.0,1
24.0,187.0,67.0,1
18.0,156.0,53.0,0
17.0,147.0,41.0,0
20.0,175.0,53.0,1
19.0,156.0,57.0,0
23.0,156.0,57.0,0
39.0,173.0,63.0,0
33.0,161.0,61.0,0
24.0,165.0,59.0,1
21.0,179.0,66.0,1
34.0,173.0,68.0,0
15.0,177.0,68.0,0
29.0,175.0,70.0,0
29.0,161.0,54.0,0
31.0,180.0,60.0,0
25.0,187.0,119.0,1
23.0,183.0,91.0,1
32.0,180.0,89.0,1
22.0,189.0,62.0,1
23.0,172.0,73.0,0
27.0,172.0,73.0,0
31.0,172.0,73.0,0
23.0,150.0,47.0,0
20.0,177.0,58.0,1
35.0,170.0,61.0,1
43.0,183.0,91.0,1
27.0,169.0,61.0,0
31.0,169.0,61.0,0
27.0,164.0,58.0,0
23.0,161.0,53.0,0
18.0,163.0,56.0,0
21.0,158.0,45.0,0
18.0,170.0,77.0,1
27.0,156.0,44.0,0
34.0,189.0,85.0,1
29.0,167.0,51.0,1
33.0,167.0,51.0,1
41.0,167.0,64.0,1
25.0,198.0,93.0,1
29.0,198.0,93.0,1
33.0,198.0,93.0,1
37.0,198.0,93.0,1
22.0,159.0,59.0,0
26.0,159.0,59.0,0
34.0,175.0,65.0,1
36.0,173.0,70.0,1
40.0,173.0,70.0,1
44.0,173.0,70.0,1
48.0,173.0,70.0,1
20.0,179.0,75.0,0
28.0,179.0,75.0,0
40.0,183.0,70.0,1
21.0,184.0,89.0,1
29.0,184.0,89.0,1
33.0,184.0,89.0,1
19.0,191.0,92.0,1
24.0,193.0,76.0,1
32.0,187.0,79.0,1
37.0,187.0,79.0,1
25.0,196.0,110.0,1
29.0,196.0,110.0,1
33.0,196.0,110.0,1
18.0,152.0,60.0,0
22.0,152.0,60.0,0
26.0,152.0,60.0,0
34.0,152.0,60.0,0
40.0,182.0,77.0,1
21.0,192.0,79.0,1
24.0,164.0,63.0,0
28.0,211.0,120.0,1
38.0,183.0,84.0,1
29.0,198.0,90.0,1
17.0,177.0,79.0,1
18.0,170.0,70.0,0
42.0,181.0,85.0,1
20.0,165.0,61.0,1
13.0,152.0,41.0,1
37.0,186.0,80.0,1
41.0,186.0,80.0,1
43.0,154.0,48.0,0
28.0,186.0,75.0,0
34.0,187.0,88.0,1
38.0,187.0,88.0,1
26.0,152.0,53.0,1
18.0,160.0,50.0,1
31.0,155.0,52.0,0
20.0,181.0,54.0,0
24.0,181.0,54.0,0
17.0,169.0,70.0,0
19.0,159.0,73.0,1
17.0,167.0,68.0,1
15.0,159.0,57.0,0
25.0,179.0,78.0,0
28.0,160.0,48.0,0
32.0,160.0,48.0,0
32.0,185.0,91.0,1
36.0,185.0,91.0,1
22.0,207.0,115.0,1
26.0,207.0,115.0,1
39.0,178.0,85.0,1
17.0,179.0,74.0,1
23.0,170.0,105.0,1
27.0,170.0,105.0,1
29.0,171.0,66.0,1
25.0,186.0,68.0,1
18.0,186.0,82.0,1
24.0,190.0,103.0,1
34.0,160.0,51.0,1
30.0,182.0,71.0,0
26.0,179.0,72.0,0
17.0,173.0,68.0,0
25.0,188.0,96.0,1
24.0,202.0,108.0,1
25.0,195.0,97.0,1
34.0,159.0,50.0,0
42.0,159.0,50.0,0
20.0,194.0,71.0,1
29.0,171.0,60.0,1
22.0,194.0,89.0,1
26.0,194.0,89.0,1
30.0,197.0,108.0,1
18.0,183.0,70.0,0
26.0,164.0,49.0,0
25.0,182.0,80.0,0
33.0,182.0,80.0,0
20.0,169.0,70.0,0
31.0,177.0,71.0,1
22.0,178.0,59.0,1
26.0,178.0,59.0,1
30.0,192.0,104.0,1
38.0,171.0,55.0,0
42.0,171.0,55.0,0
44.0,170.0,74.0,1
52.0,170.0,74.0,1
25.0,163.0,53.0,1
22.0,199.0,90.0,1
33.0,180.0,123.0,1
30.0,200.0,85.0,1
20.0,178.0,57.0,1
22.0,185.0,102.0,1
21.0,163.0,55.0,1
25.0,163.0,55.0,1
16.0,174.0,60.0,1
20.0,174.0,60.0,1
35.0,184.0,71.0,0
38.0,179.0,63.0,1
21.0,167.0,73.0,1
31.0,176.0,56.0,1
27.0,164.0,59.0,0
31.0,164.0,59.0,0
24.0,183.0,71.0,0
28.0,183.0,71.0,0
32.0,183.0,71.0,0
49.0,180.0,94.0,1
28.0,169.0,75.0,0
19.0,193.0,84.0,1
29.0,184.0,86.0,1
33.0,184.0,86.0,1
21.0,166.0,76.0,1
25.0,166.0,76.0,1
29.0,166.0,76.0,1
26.0,206.0,106.0,1
27.0,194.0,114.0,1
32.0,182.0,68.0,1
19.0,181.0,91.0,1
