age,balance,duration
39,3494,139
30,521,648
49,342,58
57,1335,902
37,804,94
49,6613,106
30,4591,89
34,360,46
54,3136,72
52,6286,288
57,1828,68
41,80,202
48,5057,37
33,1234,109
55,0,336
30,-617,925
48,3663,239
30,8,473
41,621,111
31,287,182
45,1309,298
30,234,206
39,168,183
35,1340,169
56,238,808
42,-430,298
34,1,108
35,6851,225
47,1172,86
40,1024,723
32,1611,175
44,4411,85
33,2441,154
41,67,814
31,1570,133
59,3428,103
45,1,401
49,1623,1081
46,96,217
39,159,177
55,4103,291
54,6427,53
45,80,157
40,2977,375
46,15,46
50,816,630
30,447,426
44,2878,125
32,4262,361
34,2490,185
34,1,582
33,0,466
55,1983,123
46,2421,1084
49,1990,44
39,800,76
50,1580,79
32,360,164
32,10218,149
47,85,51
56,705,164
54,6191,102
40,4608,111
53,1452,442
35,2189,256
35,1095,210
51,-637,233
40,1783,130
35,131,248
41,8106,39
39,3373,419
30,2708,479
39,-233,249
39,688,214
39,2749,128
52,1810,117
56,352,198
34,395,202
32,2280,206
46,-26,201
51,4143,171
46,2520,144
57,2762,100
38,4030,75
35,8647,140
41,81,212
38,-459,219
43,1429,1015
47,4189,489
54,11246,122
48,2749,442
32,1923,75
31,14,46
34,2311,59
31,849,94
32,0,66
32,599,79
34,3092,115
51,5403,698
54,4475,108
51,580,694
32,18,20
40,260,52
30,1622,242
35,538,308
31,69,640
44,688,274
33,1808,84
31,24,631
32,66,244
32,210,268
53,1778,186
36,1296,352
49,0,325
33,-148,340
32,524,100
41,1491,145
43,9102,72
32,2615,853
33,5945,190
54,1239,200
35,1531,127
41,36,388
48,1428,498
33,-103,149
33,201,171
39,1444,100
53,587,561
46,9347,138
38,8876,636
40,156,357
33,3024,118
44,1161,402
30,2284,154
35,1342,68
32,11524,289
51,6451,66
30,1846,87
30,0,661
32,413,270
54,386,74
33,8038,60
59,935,103
45,142,258
31,252,222
30,4896,132
37,1165,62
37,1092,292
30,-181,621
53,8093,93
41,2885,40
34,27,190
43,1927,63
58,8218,141
33,149,424
32,3228,198
50,0,122
40,3,998
46,2420,405
54,2650,50
34,8309,50
53,0,291
53,241,137
57,6969,152
42,807,1057
53,3711,64
42,3211,87
47,0,196
46,0,161
50,3149,69
41,2184,98
48,-285,157
32,11281,155
30,6929,341
40,0,332
43,6835,187
32,6337,126
44,1195,187
51,94,281
58,630,59
43,1993,37
36,1503,138
34,1125,141
58,590,136
39,6012,140
35,304,274
36,377,135
33,1522,966
51,863,169
38,0,202
52,7225,205
54,1323,83
41,1011,113
49,-74,114
47,4480,60
53,1925,161
44,0,128
39,238,134
43,1577,87
56,107,149
45,997,152
40,315,321
53,2818,131
57,18268,68
30,401,50
50,203,265
48,-202,565
59,32948,243
39,447,968
45,0,416
33,2,17
36,0,537
44,2279,105
32,7558,581
52,3990,1548
47,1939,150
47,538,131
35,2583,210
45,1066,124
55,938,742
39,763,360
58,388,96
32,432,164
43,25,70
32,0,57
54,440,89
31,2004,117
33,8004,414
36,774,193
31,883,168
36,2323,111
36,6077,227
42,300,76
41,3700,136
31,793,755
46,1322,514
45,2926,482
37,1353,101
42,783,77
30,101,85
30,1101,779
59,2291,190
51,8863,435
57,11494,198
45,4395,299
41,3851,130
52,3975,116
37,1784,19
44,0,319
34,0,1283
35,1160,62
56,33,111
30,538,148
46,8873,172
42,196,186
55,563,164
51,10995,220
45,3080,296
40,657,178
35,816,547
32,8619,267
46,3317,231
46,2017,161
37,253,59
33,6138,384
32,2044,477
55,3948,149
50,8583,59
45,1009,125
46,3354,522
45,830,180
38,5338,201
38,0,230
34,4028,98
30,1566,73
31,593,391
44,12,126
35,866,147
34,5498,265
53,26306,67
33,4,136
53,7249,350
47,351,174
41,115,299
32,444,101
31,-489,392
37,523,21
49,1697,236
35,16,185
30,2592,50
35,86,127
40,4853,259
38,0,418
38,884,295
35,244,138
55,540,124
42,2628,146
39,622,145
31,2420,166
51,5610,69
51,3,276
36,3953,277
59,741,194
58,3498,175
30,5204,117
32,264,1502
48,57,134
34,4943,117
57,6164,161
55,12675,195
47,310,353
43,12618,25
34,4958,175
39,5848,55
53,6839,77
30,2074,98
50,2,208
44,612,131
30,2278,47
53,2052,286
50,4012,690
46,1410,93
33,1998,570
59,1881,456
32,1249,472
32,6449,385
44,7800,250
57,1172,164
36,16430,234
31,203,177
47,2524,50
33,2293,457
38,190,623
30,0,1206
52,1291,559
41,0,21
41,-608,12
34,131,94
30,946,1065
29,659,401
47,0,50
57,5935,90
33,-108,286
37,332,342
54,1180,394
41,1449,63
34,5057,73
32,550,337
35,3187,171
32,-56,418
43,4844,434
37,3943,37
59,2769,104
52,40,1265
33,3512,251
33,2780,485
41,217,328
49,6429,108
56,444,88
51,2439,118
36,536,520
42,515,501
38,5432,408
52,3204,77
56,0,122
48,1175,62
40,67,359
37,3574,178
36,2622,640
30,12737,589
50,2910,433
38,2240,551
47,551,662
41,2004,254
32,269,236
55,4733,70
52,2390,216
31,8295,541
37,5902,191
31,-2,300
53,2580,138
57,3495,362
34,899,377
44,709,54
50,167,47
35,0,644
54,2272,88
50,5794,625
56,-429,120
56,0,154
31,5238,156
40,1759,87
48,4770,616
43,8167,202
52,6933,273
41,4903,223
40,1708,382
32,913,278
33,1762,146
36,1207,1792
59,10114,596
36,227,294
31,3361,457
42,3445,1662
34,1006,783
56,7396,115
37,5340,101
32,2515,223
40,12212,100
53,2430,73
40,0,107
37,-483,70
30,19358,258
48,879,136
47,6333,498
56,3610,162
31,2144,282
51,-56,544
49,126,184
35,376,223
34,7171,523
42,3780,104
46,111,178
30,913,433
30,631,174
40,664,188
44,6649,354
32,0,231
53,6921,130
43,388,111
50,-470,130
50,1597,374
57,12048,95
30,2451,191
58,2538,680
33,581,193
44,1543,363
43,347,1468
32,1119,371
54,2626,221
35,1902,188
53,1014,59
46,15,314
56,751,85
31,93,584
42,16,140
47,3696,635
42,3713,709
37,6964,223
39,12855,108
39,155,449
54,17008,151
39,-982,287
39,633,105
42,838,266
39,548,154
39,747,209
54,1956,221
52,1648,172
34,9895,356
42,2036,259
50,1784,1184
43,733,1102
59,21,121
52,9687,222
39,1315,1337
54,0,307
37,497,178
33,923,1307
45,7154,93
55,372,225
46,1388,515
56,196,312
59,0,207
56,382,117
53,2578,299
37,510,67
33,3910,676
54,277,300
42,792,611
36,0,52
57,3875,130
44,16486,275
32,0,188
35,951,220
32,375,143
57,839,46
39,4692,214
32,586,158
34,2048,307
49,3972,37
39,4136,194
36,4613,207
32,80,475
31,395,196
50,0,590
45,1148,782
59,17769,322
33,621,1435
47,3524,332
31,283,214
31,217,501
33,0,330
40,9110,89
42,529,193
53,32464,135
31,8436,162
31,1020,575
32,0,303
50,5296,64
33,516,245
49,4259,146
41,3123,291
41,4717,182
30,19,186
40,3352,639
37,226,380
35,552,314
36,72,206
35,759,556
30,1416,519
49,0,99
49,0,209
35,31,131
56,1933,44
32,254,1720
30,189,71
44,6491,126
30,508,70
31,35,323
46,926,168
49,8399,596
45,3689,517
32,509,208
30,383,145
36,45,52
50,4666,11
44,-367,206
33,353,107
34,1036,54
36,9269,107
44,1593,201
45,792,111
56,0,844
31,525,278
58,1507,255
37,5287,599
51,3188,339
53,2924,800
53,1034,854
41,0,635
47,8515,14
52,8979,72
47,10697,274
40,1349,82
38,2,291
40,6767,97
54,459,132
55,625,88
52,427,36
58,50,161
52,638,77
32,1959,348
38,898,80
37,7245,143
33,1631,366
35,867,298
56,412,179
30,458,51
31,1224,75
51,2011,118
40,1039,57
47,6704,37
43,1337,632
41,7870,48
41,927,343
45,2128,48
36,10041,91
32,911,42
35,-326,518
32,387,340
41,495,379
33,6904,114
44,0,286
30,3100,125
57,3,77
31,347,21
44,299,186
31,625,136
31,461,145
32,344,179
33,293,834
30,809,26
33,-266,459
46,5393,997
46,22452,284
34,582,209
41,3992,281
33,20600,125
39,5562,149
36,2426,308
31,713,373
44,1766,100
54,20527,66
35,146,392
49,-478,291
32,4654,276
41,-386,477
34,296,68
37,66,86
55,12159,142
35,787,49
34,179,184
41,4517,137
45,819,25
38,5122,370
39,3294,116
53,7,68
34,673,271
37,8135,358
30,196,68
34,3043,670
33,247,428
34,368,366
35,3369,322
49,4455,140
41,2562,157
49,852,408
41,195,125
40,1547,405
50,8649,141
51,684,68
57,15062,76
37,2875,110
38,1448,415
59,667,486
59,1175,228
32,1426,114
31,1263,364
34,210,199
59,98417,145
33,4902,110
37,523,232
34,3119,505
44,11,530
36,270,884
38,8953,301
35,935,71
30,11391,319
39,5549,157
30,5956,405
34,3185,93
37,692,42
46,2558,107
52,2708,231
31,481,106
42,0,90
51,2404,30
31,3364,290
32,945,531
31,5972,59
39,660,180
47,683,101
32,6402,628
36,1295,1192
35,1379,370
35,8489,217
34,6,501
39,3655,422
34,9851,128
52,57,45
31,3640,120
43,1998,48
42,7104,20
42,3,47
40,1194,99
40,572,67
35,4323,126
45,6993,283
33,3071,46
41,2913,1058
32,187,485
47,4420,454
35,199,176
38,76,129
41,4711,401
33,15169,103
53,9252,277
47,574,137
49,20727,88
30,10395,121
35,5551,258
51,294,640
31,1064,60
33,5151,73
33,7,203
40,542,1816
45,1187,157
49,8545,175
35,141,728
33,1402,63
36,11462,993
38,6994,150
32,2085,146
35,142,155
54,2132,91
41,-195,112
39,1104,333
30,3750,124
39,892,34
55,2408,172
59,11,318
57,6519,1040
39,4777,103
55,1161,8
34,3626,88
50,1545,25
51,500,26
34,2200,168
33,2098,67
33,3214,60
54,2960,83
45,96,167
32,137,302
34,7541,541
51,3736,92
51,0,85
43,13620,128
55,2691,278
56,772,291
31,167,316
32,574,171
34,8077,278
46,3999,202
30,341,478
35,1801,53
54,4608,352
32,8859,252
35,12634,114
33,6843,755
47,1465,26
40,70,57
52,6909,223
33,2945,91
36,2326,7
46,931,90
32,266,228
30,586,148
52,0,199
35,448,1031
47,1976,82
33,1416,60
33,9670,204
54,615,230
32,658,173
34,79,104
33,3064,309
49,893,74
32,0,189
47,0,18
52,10021,174
34,7602,222
41,7735,220
53,0,520
40,4341,290
49,7443,35
51,1535,365
59,1473,106
32,36,290
36,11675,48
50,808,302
37,264,276
55,29484,151
56,424,113
35,450,95
30,501,994
52,6922,371
38,215,70
48,4906,200
31,503,178
32,5806,1503
34,7962,96
30,2153,29
45,8032,73
34,455,88
51,8180,86
35,127,94
56,401,26
30,2289,133
50,4121,177
54,1691,186
31,900,321
33,2339,220
41,683,77
38,433,81
52,0,19
40,196,40
38,4335,640
35,5304,340
34,797,88
34,262,371
53,8892,151
45,20138,871
31,450,111
48,3520,73
57,412,123
47,1315,329
39,519,149
37,7100,757
31,1539,67
32,3192,44
33,0,232
32,11512,301
52,1115,69
31,5607,183
39,8152,80
40,1604,117
49,5711,89
33,2254,89
30,1015,24
37,0,53
30,2766,244
39,782,162
47,-744,1256
44,1103,82
39,3384,39
31,0,23
34,4223,133
50,1878,45
30,2153,139
31,1086,410
30,5746,125
57,1888,80
31,268,93
32,8957,145
51,10834,86
41,98,180
31,54,775
52,4269,44
48,3230,207
31,328,89
59,4190,221
37,693,59
46,0,531
37,862,85
39,1317,543
57,3815,90
55,9774,227
41,1539,100
55,361,292
46,3455,120
56,23,857
32,1249,160
44,-230,352
34,16,340
35,667,178
32,305,73
50,2590,281
30,-174,80
30,925,240
55,10065,197
32,3201,98
39,7,931
30,4888,274
30,3086,150
33,1434,200
33,2904,42
41,6596,88
31,11386,356
30,3929,593
34,273,308
31,10,283
36,0,139
32,3651,142
36,20451,69
35,-476,57
51,56,71
44,-289,487
45,5769,59
32,3166,418
36,2235,287
30,78,147
30,399,282
51,3185,187
47,186,70
53,21522,83
50,421,22
39,225,554
33,-281,282
49,2143,226
46,628,454
44,10386,95
55,166,324
47,3844,256
34,13204,197
37,-272,104
30,10735,63
45,7,691
32,4582,377
31,14387,128
42,2145,124
30,4091,96
32,5,269
42,985,141
32,999,50
33,4465,161
39,369,224
58,16119,188
32,2478,395
43,699,1258
34,16489,145
53,421,677
33,261,252
35,5250,363
44,3812,172
43,4333,1490
37,1060,125
56,1803,305
33,557,89
42,6754,81
33,785,139
40,4441,153
38,868,452
53,3815,75
47,2,661
54,300,562
33,2711,184
31,16,73
47,5041,184
48,2675,123
31,592,124
43,3550,1154
33,3827,359
39,1209,60
58,5763,52
32,10142,249
32,514,164
57,1172,72
53,8112,64
52,105,96
30,7773,705
38,0,250
40,2243,178
32,12705,211
38,5506,74
34,2677,259
55,1102,195
51,575,168
37,3,96
30,1794,1035
35,258,144
36,2032,736
57,2236,51
36,2685,111
33,3605,308
42,7704,153
43,1646,214
32,726,188
32,5205,352
30,9720,255
46,197,118
40,7711,190
31,307,597
31,2591,55
34,1545,895
32,2555,125
33,53,113
32,12686,176
40,60,325
33,3401,253
38,1327,277
31,3706,129
38,1110,888
41,875,197
30,1930,80
51,-153,72
39,2450,382
36,7449,187
31,627,486
46,2869,151
51,7928,124
57,1556,340
37,836,223
35,3863,239
44,7876,212
37,3068,370
32,983,500
48,1348,124
34,3035,1166
31,0,258
30,1456,227
34,5007,51
34,1979,283
30,10667,140
34,2283,790
49,4465,72
31,9911,604
34,17672,548
43,5704,154
31,-282,131
59,13836,733
59,2396,488
38,0,266
33,1354,130
59,6888,1025
40,452,98
31,8460,68
53,6503,143
37,1624,559
42,2906,350
31,10287,293
35,3102,138
33,3404,105
53,1561,689
33,21854,215
49,502,104
34,56,311
44,3953,661
37,2424,633
32,781,305
51,6659,191
59,1083,125
41,60,239
58,5087,63
35,725,219
49,7426,65
35,0,61
33,4409,92
30,782,462
59,0,363
39,4314,141
33,631,51
36,8785,425
37,1184,149
54,1660,337
59,644,547
31,438,165
39,1957,47
36,21,35
38,-23,48
33,4996,230
37,459,109
31,1515,361
35,410,67
49,3710,107
30,1259,435
32,901,140
31,40,294
34,5039,205
59,17056,470
58,7429,199
31,782,427
33,3713,175
48,7861,380
45,999,215
44,18558,51
57,3012,98
38,1696,267
35,3888,207
30,732,179
43,28,73
52,3923,20
39,155,20
39,966,186
38,789,120
35,2467,319
43,14355,52
32,3829,267
44,3060,113
34,11350,159
40,9541,128
37,1016,195
51,653,16
32,5560,330
38,0,25
38,3289,340
36,1954,158
33,129,192
46,2087,768
59,4263,426
45,-497,260
37,315,352
52,3720,114
37,4760,187
52,1527,276
43,2886,230
32,121,758
52,3469,653
31,3837,340
47,2428,9
31,1987,55
50,3117,44
30,370,142
43,6424,55
44,1397,326
37,4894,240
40,2574,517
52,1466,150
59,2467,972
56,285,73
49,-471,77
31,1167,279
43,5039,227
44,0,40
49,8422,166
32,233,102
47,3070,144
31,3052,115
39,31,61
37,33,106
41,666,106
31,5191,187
54,6410,101
37,2814,619
49,5095,127
42,3396,93
58,6237,88
54,1502,43
30,2784,808
53,111,600
31,6981,627
35,2793,258
36,3649,399
40,3765,87
31,-212,911
43,5670,43
37,9895,352
34,558,108
33,145,262
53,7724,196
34,1433,111
30,3817,104
34,1518,128
43,14679,165
43,3311,105
47,437,133
33,2548,179
45,1273,206
30,1372,240
31,389,198
34,1995,129
32,6982,224
30,511,157
49,-98,182
38,7696,386
35,911,434
41,-52,642
58,2716,163
33,3514,214
34,16649,155
31,148,1145
35,1546,148
43,4581,329
32,1352,221
42,9009,135
47,140,148
30,19796,41
41,2585,159
31,2369,470
42,8899,75
33,2994,155
52,361,147
32,3097,167
32,2696,564
33,2360,268
56,1448,16
31,11839,533
45,3559,264
37,3051,303
31,1887,225
34,1310,90
54,10374,283
57,4012,915
52,234,208
33,2975,207
32,3658,56
47,3533,319
34,1524,57
45,5461,841
32,2185,354
52,7119,871
55,3459,88
31,297,279
59,12270,180
37,3370,156
30,186,235
31,13711,1532
38,-3,251
33,925,884
59,2034,218
41,3803,611
53,10,75
36,655,986
30,1379,172
35,142,315
30,392,117
38,96,151
54,641,399
40,1527,317
59,5314,116
32,5075,90
36,943,115
31,6290,303
39,889,78
36,75,97
54,3859,104
46,2514,68
44,6285,136
32,3774,591
35,1070,251
36,54,355
57,0,231
31,-208,251
37,3572,341
46,778,106
32,6059,110
58,5618,361
38,77,441
56,12,282
34,1611,197
35,-394,217
53,1480,95
51,4712,172
38,1906,210
31,-35,952
31,7518,332
50,719,117
40,5248,194
44,53,233
31,314,1341
35,0,197
51,5206,168
47,2830,713
41,650,2420
51,7464,176
35,7242,215
34,4436,292
43,744,90
32,5252,232
53,3398,88
31,2304,257
39,18508,1598
53,2679,295
51,4178,167
47,7741,693
59,1896,134
35,5639,945
56,4763,233
48,387,761
56,1437,367
33,3379,290
30,212,370
33,4404,766
42,723,298
45,816,279
33,1782,437
36,3202,690
46,6150,157
31,0,324
36,328,537
41,5883,182
51,0,96
52,7900,90
41,769,222
35,3831,59
37,1559,178
30,1472,769
38,1021,87
44,4580,192
46,676,825
34,681,382
53,3366,278
30,0,1329
32,3552,310
45,1752,56
33,2918,1059
57,3499,104
44,0,843
31,38,185
47,2475,1476
32,1,476
35,55,165
30,321,738
36,2848,265
32,502,442
36,0,47
32,1019,489
32,739,91
34,19391,391
40,3430,1855
43,3064,2453
37,1093,21
35,656,83
30,111,86
39,-490,141
46,1263,220
42,4014,149
30,35,91
48,485,254
37,415,249
32,1475,209
55,6958,325
38,5133,87
46,-1001,45
36,14462,10
41,1735,358
53,5558,81
53,1203,6
41,190,12
44,5045,20
35,356,20
48,-547,275
45,460,312
37,975,69
45,507,304
31,5691,37
34,12,61
40,87,116
53,0,266
52,4173,159
36,6138,358
37,680,21
30,20580,116
57,1433,41
50,2564,124
37,1560,67
30,910,298
30,4925,86
32,5276,299
50,12519,615
34,3167,152
36,62,50
53,1162,322
32,9049,536
54,760,336
31,3540,441
54,2237,149
52,0,328
36,4069,517
58,5920,96
33,0,675
46,2023,118
47,-813,85
58,925,65
33,7108,255
34,4254,714
39,5222,239
31,3967,859
31,1447,225
55,3876,54
35,8903,336
30,5220,108
47,3723,108
30,8101,49
37,6889,1221
54,1251,105
54,43,289
46,219,729
45,2096,127
31,-405,846
52,-402,151
30,2816,71
49,436,215
34,0,248
47,0,591
39,2263,1158
52,1727,337
50,11998,349
31,2589,614
43,4094,63
50,85,714
41,1982,558
30,1395,569
42,2812,46
46,22,153
53,1945,22
30,485,89
31,0,208
32,5164,253
35,0,240
33,3406,321
39,4619,104
32,1261,104
44,-1,63
36,12132,146
46,829,81
31,2198,423
46,-257,104
43,14144,504
33,2481,113
31,23,116
40,10406,348
37,-499,71
33,-1011,134
44,1548,62
42,-1085,45
33,255,588
35,3552,267
30,4642,528
30,62,76
59,7049,530
31,667,279
32,2706,462
39,1968,648
35,196,318
44,3938,200
35,2040,258
41,285,158
37,1040,567
30,1718,73
49,1105,13
45,2519,470
38,1,152
38,8669,228
37,26,22
58,6316,91
52,1752,346
41,488,174
50,985,167
48,7195,609
33,47,86
30,376,710
40,2644,110
50,4117,530
36,289,73
31,3950,529
31,5,635
35,2086,254
35,1054,106
34,6463,40
30,495,641
32,5267,183
30,239,302
33,2655,195
32,2817,195
57,5368,585
47,641,501
44,3959,187
30,1942,436
43,78,36
59,2011,222
32,5626,131
40,1872,112
42,215,158
57,0,67
50,267,30
58,3108,53
46,23,344
45,243,46
44,701,103
36,5171,174
31,44128,74
47,324,462
49,4976,105
50,1390,55
34,6107,114
47,2518,132
49,512,126
35,202,175
49,6116,43
42,0,824
30,48,140
31,159,66
33,695,148
43,-128,32
34,997,81
32,0,149
51,36935,41
38,814,1166
36,2452,161
34,1483,91
47,-81,262
52,1837,217
31,831,106
36,1729,341
34,966,393
41,636,1055
38,8,181
49,0,218
30,395,429
48,4265,327
33,5739,374
32,3050,58
49,13818,201
37,7944,102
50,2410,65
46,1808,221
34,3679,146
31,8629,957
32,8043,202
59,41242,161
30,455,758
31,3252,145
34,124,56
52,230,89
34,4536,963
34,27446,203
53,1777,796
56,22196,189
31,5119,74
34,3527,1022
44,1784,279
36,1482,154
35,15474,89
57,372,553
38,162,143
45,857,169
51,8486,80
41,92,372
39,694,44
40,865,170
42,3228,133
41,9935,49
49,8689,586
43,5347,189
51,330,218
52,6873,235
43,2100,105
40,72,849
31,528,5
46,3155,271
46,2948,893
37,1533,555
31,796,150
31,3154,326
57,6,1182
34,-508,144
37,0,169
47,2944,57
57,17118,102
53,5331,302
52,2455,76
40,87,114
55,1181,42
52,2289,81
40,67,199
48,1375,73
37,0,184
43,817,51
32,1344,63
35,1354,278
56,2583,70
49,14440,60
49,175,70
40,19343,13
33,1602,44
45,1738,79
54,230,401
33,-1,214
41,23,59
50,81,64
30,274,105
56,16125,167
45,237,526
31,804,128
46,39,64
39,2822,573
54,37176,206
51,19313,36
38,1514,160
39,0,83
52,2594,425
50,19447,166
32,3314,330
31,457,283
40,372,365
47,97,109
46,2747,162
43,545,144
31,-159,49
34,2299,320
50,231,397
38,715,140
35,0,70
31,4148,316
42,9916,306
54,203,70
37,489,202
34,1423,55
38,8381,98
33,2456,552
54,836,312
53,352,199
45,2220,89
41,241,48
35,-31,171
39,458,744
40,-605,79
58,96,850
53,1027,102
36,3537,115
44,762,778
49,412,233
52,-332,70
57,8266,162
35,80,38
49,942,8
34,328,18
57,476,26
41,832,164
35,2971,112
39,-529,18
55,1393,55
32,0,296
36,1,203
32,616,186
37,77,44
37,0,227
54,199,532
37,11,326
31,432,197
53,3105,84
42,2095,752
50,2497,35
31,3653,252
35,1129,64
35,0,26
34,1240,102
33,86,183
42,716,110
44,1149,67
35,32,180
58,289,182
39,2245,749
49,249,450
47,0,28
31,1166,119
45,256,135
47,834,902
44,4119,1074
34,5553,798
44,2058,661
40,1831,492
43,437,142
36,708,43
35,365,168
32,950,82
42,6080,98
39,1969,63
49,771,264
47,333,118
32,3595,171
55,319,124
54,4503,168
57,29207,232
41,-456,190
37,2066,10
40,752,456
30,190,312
30,358,45
40,9374,7
41,13489,124
35,0,189
51,11222,126
31,13,208
32,2204,11
37,0,232
39,47,28
34,7384,69
34,1375,148
41,1445,104
30,6432,206
37,528,65
45,-525,980
48,2697,82
38,554,45
43,13015,56
36,210,62
31,11,16
32,0,102
39,26,52
33,920,58
33,1817,55
32,1397,224
48,0,213
49,10,226
32,6710,48
44,20179,163
32,1613,24
39,1601,219
37,11391,103
35,391,152
34,3037,65
30,-559,531
43,-88,94
42,444,171
30,677,108
46,653,104
35,5301,937
43,-150,62
56,-1122,220
59,42,40
35,100,50
35,175,53
43,1440,149
38,505,119
50,3240,144
43,13851,259
57,2658,107
33,3269,381
36,1597,137
31,54,226
32,1716,157
33,335,347
32,253,76
47,1059,58
39,529,673
32,2737,44
55,4,85
34,0,18
34,13354,26
44,1138,116
39,20932,127
54,5784,75
31,6542,71
31,591,161
32,5600,77
45,3643,162
30,581,197
35,-718,47
59,833,311
58,26254,53
30,438,98
40,285,133
41,39,549
33,437,285
51,-79,72
40,-616,182
34,6203,34
39,158,183
31,851,158
48,1385,270
38,1,57
38,5293,1199
57,3944,36
57,7766,220
33,4402,380
57,24498,161
30,1028,653
30,154,24
48,-552,150
45,942,362
33,0,654
40,9047,527
48,3837,120
39,1654,151
36,1497,455
54,-10,490
30,2766,834
30,674,72
47,318,83
53,1835,184
33,87,141
59,261,124
52,2428,294
34,7,94
56,445,13
32,9750,51
54,235,353
49,6512,93
39,2319,48
43,146,50
30,0,718
31,82,114
34,2594,161
43,2083,120
56,2811,150
41,6687,41
36,3266,94
30,6900,816
33,3017,240
30,3300,1571
59,7813,75
39,0,108
48,0,47
31,4718,536
31,1565,290
55,2227,148
35,259,229
39,13578,185
45,0,68
32,1076,906
40,271,124
50,57435,319
32,-98,157
31,95,48
32,1047,89
36,1619,106
32,11287,92
30,4457,566
45,946,56
57,6157,45
37,65,20
41,748,94
44,0,123
39,137,408
35,817,12
30,105,75
42,36,664
32,118,383
32,86,78
33,418,159
44,16178,297
57,0,61
53,3036,104
40,5129,222
31,1230,7
52,5728,79
30,294,527
32,3816,53
57,3367,126
40,1584,661
52,1065,224
36,7,20
49,66,59
36,72,10
30,618,78
34,6438,21
57,3431,55
45,2403,207
47,0,85
41,102,188
34,1434,50
32,23663,103
57,2352,757
41,0,624
57,5010,570
40,4025,139
47,7708,157
49,22520,579
51,4,58
42,0,328
32,874,366
35,3285,1555
59,7724,373
37,2120,150
31,111,504
43,1751,146
57,4969,655
43,201,69
41,1539,139
31,144,51
59,10054,175
52,28,85
46,3163,128
43,2731,11
55,4746,237
55,1580,82
49,4713,33
44,-692,52
51,74,289
40,0,43
37,2951,101
30,9634,402
53,13901,59
32,73,158
32,14522,221
45,3169,39
35,29397,166
40,40,73
36,1006,89
53,2693,140
31,17924,608
31,29,240
36,407,98
45,0,173
31,4123,584
42,-67,137
32,540,379
34,892,177
47,912,1036
58,50,675
38,16236,139
31,3283,377
31,307,86
53,186,92
57,492,181
37,105,197
31,490,394
56,386,65
51,0,8
32,752,82
36,6385,70
41,1394,519
44,376,61
39,566,46
40,1200,163
39,254,292
43,2640,314
46,410,162
34,2343,39
34,863,360
45,207,230
34,5195,25
41,1934,162
38,1973,155
52,4793,61
44,0,32
53,731,251
45,302,22
30,1050,58
46,2045,281
34,318,36
34,2856,165
41,2125,285
30,2734,459
50,1047,98
36,3463,29
46,1167,1540
32,7641,39
31,0,544
38,3436,663
42,8131,173
34,714,122
30,5641,695
33,44,88
36,634,369
32,392,148
55,1937,64
59,3534,216
54,0,219
39,15,90
32,1615,164
30,973,156
56,9898,147
30,0,681
49,1320,129
46,8017,169
52,4493,268
43,738,585
45,2644,36
49,763,129
41,686,888
37,6158,14
35,3636,808
41,0,305
55,4847,18
55,1928,87
31,477,77
34,1637,107
33,2466,132
49,5711,382
37,363,39
50,36221,13
43,3288,775
55,1241,48
58,1602,1032
32,354,278
34,2633,705
33,-367,225
36,396,64
37,807,634
52,580,965
41,4418,855
33,558,258
35,524,484
39,477,229
43,6673,41
30,2380,95
46,149,1222
31,2085,639
50,5423,75
49,2147,123
38,2767,711
39,119,271
51,6503,178
46,4329,534
30,2929,432
48,1000,104
54,1114,1195
53,1738,168
47,3072,229
42,764,127
33,744,59
49,934,158
33,12704,246
33,83,70
34,731,378
34,44,244
35,5,140
31,967,210
33,1834,11
31,-158,214
30,817,208
40,877,12
45,133,358
38,4312,407
45,86,64
45,2246,197
42,7482,126
35,538,109
39,1171,205
44,2388,570
47,473,127
37,22125,331
48,761,307
37,1407,14
50,4374,163
46,15120,27
52,2309,13
38,1257,64
42,-571,136
43,15423,170
45,1546,171
36,1785,136
41,1820,25
33,1903,337
35,22569,72
30,1036,82
33,3821,201
33,3140,7
34,362,15
37,1322,14
45,392,391
32,344,21
47,6695,129
32,3181,118
32,368,149
35,1183,21
55,4809,223
49,5996,345
41,5907,6
52,2618,73
42,484,321
41,4063,110
47,2283,170
58,0,56
50,0,281
34,714,328
47,3451,125
43,282,48
36,339,6
35,1732,1441
48,7825,77
37,1097,1555
57,6056,18
38,6742,8
45,1971,182
41,0,12
47,333,8
37,2173,158
51,2235,8
43,346,9
59,20798,9
32,665,22
50,6825,24
46,3098,192
42,1275,925
44,0,175
37,3111,9
32,4764,69
32,79,37
54,5787,240
35,587,23
33,3495,11
35,537,11
49,0,13
53,173,412
31,1402,104
57,4664,22
46,0,234
46,9319,31
51,2937,30
34,6808,8
30,9531,105
45,-264,85
36,-530,36
37,0,11
36,515,14
56,1521,19
31,1601,521
40,180,48
50,0,37
38,8554,29
36,2347,5
32,0,9
35,4693,227
38,1063,51
51,8265,168
32,875,1015
46,-94,183
45,2121,326
34,2720,147
35,8883,33
32,785,53
49,1077,79
42,5,1067
39,442,10
44,736,71
36,4932,273
38,-17,11
32,1308,274
50,-315,61
49,981,10
30,4127,47
40,-648,280
42,410,34
40,0,333
36,156,219
50,797,205
54,1016,643
31,1899,1914
28,290,24
23,1003,8
41,0,43
50,72,12
30,130,291
